title,normal_price,discount_price,product_url,image_url,status,error_message
Complemento Alimentar Sabor Chocolate Sustagen Kids 190g,"R$ 14,68","R$ 11,74",https://www.ifood.com.br/delivery/brasilia-df/carrefour-hiper---asa-norte-asa-norte/1dcd9511-ab36-416b-b32f-65ca7b793be0?item=7f291eb1-eb07-4630-a7a3-45483155e8e4,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202603121515_49g803rsqrw.jpeg,success,
,,,https://www.ifood.com.br/delivery/fortaleza-ce/farmacias-pague-menos---52-aldeota/8387b06c-6ac0-42b9-860c-8debae36d8fd?item=b3e4514a-d9e2-4a02-8f0b-bebb76e5a53a,,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/droga-raia---vila-olimpia---b---403-vl-olimpia/58203d97-5c99-4d2c-b2ff-c2adac85c72a?item=9e98e813-b504-43aa-9f5d-6dde0de01aeb,,success,
Luftagastro Sachê Líquido 12un 10ml Cada,"R$ 61,55","R$ 61,55",https://www.ifood.com.br/delivery/sao-paulo-sp/droga-raia---vila-olimpia---b---403-vl-olimpia/58203d97-5c99-4d2c-b2ff-c2adac85c72a?item=cf814943-1e32-4cc6-95f3-49a5849c3181,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202603231242_yiw7vzofosr.png,success,
,,,https://www.ifood.com.br/delivery/fortaleza-ce/farmacias-pague-menos---52-aldeota/8387b06c-6ac0-42b9-860c-8debae36d8fd?item=a1d0f6a7-ab3f-436e-b490-dd5eb167564b,,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/desativada-fenix---carrefour-hiper---pamplona-jardim-paulista/b06518dd-4c48-4e0e-8f19-277baaa0772f?item=803279c4-0808-47d9-8338-f3aee99b2252,,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---pamplona-jardim-paulista/0568e774-7ba8-493c-a842-ac4d72546220?item=8b2fa917-8f8c-45b7-86c7-574b39d593e2,,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/droga-raia---vila-olimpia---b---403-vl-olimpia/58203d97-5c99-4d2c-b2ff-c2adac85c72a?item=301e8e76-c048-49fb-8460-2f6805f04654,,success,
,,,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pao-de-acucar---colinas-jardim-das-colinas/ade17d26-7f09-4a6f-966b-c6f29df14d9a?item=4901f6ce-1024-4fd9-9711-6bea9410ec8a,,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/drogaria-sao-paulo---clodomiro-amazonas-vila-nova-conceicao/b8a2484a-8e45-4b9f-b32b-a7963d2d6e71?item=d0fd1d5f-aedd-41ff-b638-144d4d04edd5,,success,
,,,https://www.ifood.com.br/delivery/fortaleza-ce/farmacias-pague-menos---52-aldeota/8387b06c-6ac0-42b9-860c-8debae36d8fd?item=4d7f27fb-0189-447e-85e5-d2d9dbdfd0f3,,success,
Limpador Cozinha Removedor de Gorduras Cif 500ml,"R$ 16,04","R$ 16,04",https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---giovani-gronchi-vila-andrade/26dc0387-2264-4566-9f53-0d8b3bdbd994?item=9eeec3f6-658b-4380-88cb-fcbcdea27927,https://static.ifood-static.com.br/image/upload/t_high/pratos/820af392-002c-47b1-bfae-d7ef31743c7f/202305081030_k8g2iml8usn.jpg,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/droga-raia---vila-olimpia---b---403-vl-olimpia/58203d97-5c99-4d2c-b2ff-c2adac85c72a?item=4555e390-f835-4869-9ba6-06db84f0d0a3,,success,
,,,https://www.ifood.com.br/delivery/sao-paulo-sp/carrefour-hiper---giovani-gronchi-vila-andrade/26dc0387-2264-4566-9f53-0d8b3bdbd994?item=9a789d9a-c186-40f2-9ac4-e13f7cad1f9a,,success,
